company,sector,stage,year,month,date,mrr_usd,arr_usd,new_mrr_usd,expansion_mrr_usd,churned_mrr_usd,net_new_mrr_usd,total_customers,acv_usd,gross_margin_pct,gross_profit_usd,sm_expense_pct,rd_expense_pct,ga_expense_pct,total_opex_usd,ebitda_usd,ebitda_margin_pct,cac_usd,ltv_usd,ltv_cac_ratio,payback_months,nrr_pct,logo_churn_pct,dso_days,dpo_days,cash_burn_usd,runway_months,rule_of_40_score,mom_growth_pct,yoy_growth_pct,sector_avg_growth_pct,growth_vs_sector_pp
CloudNest,Infrastructure,Public,2025,2,2025-02-01,2122872410.43,25474468925.18,314548686.91,185072604.12,33970168.52,465651122.5,1724,14776.37,72.08,1530227174.81,38.52,18.79,12.85,1489408802.34,40818372.47,1.92,10.29,95037.86,9238.64,0.0,107.12,1.6,54,53,0.0,99,28.5,2.18,26.11,28.0,-1.89
CloudNest,Infrastructure,Public,2025,3,2025-03-01,6266446166.08,75197353992.91,659657310.86,347083898.11,50650836.44,956090372.53,5809,12944.97,75.71,4744518515.83,42.35,22.57,11.74,4803867442.43,-59348926.6,-0.95,6.7,78761.78,11754.51,0.0,104.73,0.808,54,24,66250516.35,19,25.7,2.35,28.23,28.0,0.23
CloudNest,Infrastructure,Public,2025,4,2025-04-01,9149984566.94,109799814803.29,1373993055.17,600506136.04,194400018.66,1780099172.56,4472,24552.73,80.47,7362885347.46,33.96,23.64,9.16,6108798087.79,1254087259.67,13.71,12.7,192439.98,15154.35,0.0,104.44,2.125,53,43,0.0,99,40.3,2.38,28.55,28.0,0.55
CloudNest,Infrastructure,Public,2025,5,2025-05-01,18893728363.81,226724740365.67,1531426944.49,1145726541.13,192239291.57,2484914194.05,14164,16007.11,73.87,13957315560.3,41.81,20.8,10.74,13856416635.69,100898924.61,0.53,5.86,122537.05,20894.24,0.0,105.05,1.017,60,31,0.0,99,27.1,2.48,29.71,28.0,1.71
CloudNest,Infrastructure,Public,2025,6,2025-06-01,4941261878.11,59295142537.33,565758370.4,179234201.77,27133719.41,717858852.76,4301,13786.36,68.54,3386533846.48,30.79,27.23,8.99,3310950848.32,75582998.16,1.53,14.2,120257.96,8471.12,0.0,103.08,0.549,41,55,0.0,99,28.1,2.16,25.92,28.0,-2.08
CloudNest,Infrastructure,Public,2025,7,2025-07-01,1879132260.63,22549587127.59,232667755.86,92330352.69,35581867.91,289416240.65,1998,11286.08,70.66,1327745939.35,30.76,26.04,12.54,1302937241.44,24808697.91,1.32,9.8,141567.07,14441.69,0.0,103.02,1.894,43,55,0.0,99,27.9,1.93,23.21,28.0,-4.79
CloudNest,Infrastructure,Public,2025,8,2025-08-01,12449569255.31,149394831063.75,1213152300.81,791679776.05,102120258.82,1902711818.05,5857,25507.06,78.75,9804536552.09,37.72,17.4,12.48,8416203085.11,1388333466.99,11.15,10.18,401666.49,39440.42,0.0,105.54,0.82,40,50,0.0,99,37.8,2.25,26.97,28.0,-1.03
CloudNest,Infrastructure,Public,2025,9,2025-09-01,4320364079.75,51844368956.96,650100570.47,324630125.18,39383097.86,935347597.79,2328,22269.92,81.12,3504856799.56,30.44,26.34,9.31,2855177377.71,649679421.85,15.04,18.26,193809.79,10615.02,0.0,106.6,0.912,44,53,0.0,99,41.6,2.01,24.11,28.0,-3.89
CloudNest,Infrastructure,Public,2025,10,2025-10-01,8008701000.44,96104412005.33,1063327260.6,527118682.68,142412096.39,1448033846.89,5337,18007.2,73.78,5908974486.09,36.35,25.99,12.32,5979573387.2,-70598901.11,-0.88,9.26,124429.04,13437.47,0.0,104.8,1.778,47,27,75459214.16,18,25.7,2.08,24.97,28.0,-3.03
CloudNest,Infrastructure,Public,2025,11,2025-11-01,51540583306.27,618486999675.21,5066668789.08,3125910203.63,972505393.45,7220073599.26,44707,13834.23,80.07,41268471773.19,37.21,17.41,12.45,34569479753.75,6698992019.44,13.0,7.66,100662.95,13142.5,0.0,104.18,1.887,39,32,0.0,99,39.6,2.37,28.49,28.0,0.49
CloudNest,Infrastructure,Public,2025,12,2025-12-01,61385509926.52,736626119118.27,7916533340.05,3000204574.55,479171036.59,10437566878.01,50656,14541.73,81.25,49875384482.53,36.62,15.12,8.96,37259327380.62,12616057101.91,20.55,8.98,82783.66,9215.84,0.0,104.11,0.781,60,53,0.0,99,47.2,2.36,28.33,28.0,0.33
OmniDesk,Support,Series B,2021,1,2021-01-01,1619.67,19436.09,244.59,64.84,22.48,286.96,0,19.44,70.86,1147.66,33.29,15.43,9.57,944.13,203.53,12.57,2.94,126.46,43.09,2.6,102.62,1.388,64,53,0.0,99,26.6,0.92,11.06,14.0,-2.94
OmniDesk,Support,Series B,2021,2,2021-02-01,1958.48,23501.79,264.34,72.17,14.23,322.29,0,23.5,70.47,1380.22,36.8,25.69,8.29,1386.41,-6.19,-0.32,3.17,187.17,59.01,2.3,102.96,0.726,55,28,6.77,28,13.7,1.32,15.89,14.0,1.89
OmniDesk,Support,Series B,2021,3,2021-03-01,2161.8,25941.57,388.97,110.07,30.25,468.79,0,25.94,75.85,1639.79,51.85,25.08,9.66,1872.05,-232.26,-10.74,4.67,198.71,42.57,2.8,103.69,1.399,50,49,201.23,12,3.3,1.17,14.02,14.0,0.02
OmniDesk,Support,Series B,2021,4,2021-04-01,2252.23,27026.73,356.94,176.41,47.91,485.45,0,27.03,74.55,1678.99,42.32,17.19,14.85,1674.9,4.09,0.18,4.28,209.95,49.02,2.6,105.71,2.127,60,28,0.0,99,14.2,0.96,11.48,14.0,-2.52
OmniDesk,Support,Series B,2021,5,2021-05-01,3237.15,38845.75,392.21,150.98,20.02,523.17,0,38.85,72.18,2336.57,31.18,16.9,10.25,1888.56,448.01,13.84,4.71,240.94,51.19,2.0,104.05,0.619,53,53,0.0,99,27.8,1.44,17.29,14.0,3.29
OmniDesk,Support,Series B,2021,6,2021-06-01,3889.0,46668.03,366.41,263.16,68.63,560.94,0,46.67,80.94,3147.87,47.07,25.0,10.82,3223.43,-75.57,-1.94,4.4,325.52,74.03,1.4,105.0,1.765,51,51,89.17,18,12.1,1.48,17.76,14.0,3.76
OmniDesk,Support,Series B,2021,7,2021-07-01,2621.13,31453.55,431.74,231.52,17.99,645.28,0,31.45,72.24,1893.45,48.4,25.34,10.78,2215.65,-322.2,-12.29,5.18,197.84,38.19,2.7,108.15,0.686,59,39,299.37,17,1.7,0.73,8.74,14.0,-5.26
OmniDesk,Support,Series B,2021,8,2021-08-01,3366.03,40392.4,382.97,215.32,55.74,542.56,0,40.39,77.19,2598.16,44.38,15.63,8.7,2312.72,285.44,8.48,4.6,350.78,76.33,1.8,104.74,1.656,35,32,0.0,99,22.5,0.92,11.02,14.0,-2.98
OmniDesk,Support,Series B,2021,9,2021-09-01,4704.04,56448.46,826.98,335.47,42.55,1119.9,0,56.45,72.9,3429.25,31.82,27.13,9.92,3239.15,190.09,4.04,9.92,626.88,63.17,2.9,106.23,0.905,51,32,0.0,99,18.0,1.16,13.9,14.0,-0.1
OmniDesk,Support,Series B,2021,10,2021-10-01,5425.26,65103.12,462.12,399.08,95.01,766.19,0,65.1,75.99,4122.7,30.19,16.24,9.49,3033.81,1088.89,20.07,5.55,496.06,89.45,1.3,105.6,1.751,61,50,0.0,99,34.1,1.17,14.04,14.0,0.04
OmniDesk,Support,Series B,2021,11,2021-11-01,9540.24,114482.86,1542.76,527.95,236.25,1834.46,0,114.48,81.01,7728.39,37.19,24.5,8.72,6717.34,1011.06,10.6,18.51,690.83,37.32,2.4,103.06,2.476,36,46,0.0,99,24.6,1.55,18.62,14.0,4.62
OmniDesk,Support,Series B,2021,12,2021-12-01,7228.3,86739.62,1137.34,274.59,145.02,1266.92,0,86.74,80.0,5782.65,40.73,15.11,12.55,4943.62,839.03,11.61,13.65,591.3,43.32,2.4,101.79,2.006,37,48,0.0,99,25.6,1.19,14.27,14.0,0.27
OmniDesk,Support,Series B,2022,1,2022-01-01,4212.75,50553.0,428.54,161.77,96.61,493.71,0,50.55,71.78,3023.91,36.44,20.58,13.54,2972.37,51.54,1.22,5.14,368.05,71.57,1.7,101.55,2.293,43,40,0.0,99,12.1,0.71,8.5,14.0,-5.5
OmniDesk,Support,Series B,2022,2,2022-02-01,4724.85,56698.22,746.04,382.12,88.87,1039.28,0,56.7,77.78,3674.84,40.43,21.62,13.23,3557.09,117.75,2.49,8.95,851.99,95.17,2.4,106.21,1.881,43,53,0.0,99,13.4,0.73,8.76,14.0,-5.24
OmniDesk,Support,Series B,2022,3,2022-03-01,5490.37,65884.42,789.56,457.48,35.25,1211.79,0,65.88,76.94,4224.54,35.6,20.03,13.87,3815.64,408.9,7.45,9.47,524.71,55.38,2.2,107.69,0.642,39,52,0.0,99,18.4,0.77,9.24,14.0,-4.76
OmniDesk,Support,Series B,2022,4,2022-04-01,9443.81,113325.76,1656.87,292.77,192.72,1756.92,0,113.33,78.33,7397.28,28.96,15.79,13.53,5502.62,1894.66,20.06,16.71,836.79,50.08,2.3,101.06,2.041,60,48,0.0,99,31.0,1.03,12.38,14.0,-1.62
OmniDesk,Support,Series B,2022,5,2022-05-01,5586.35,67036.23,804.73,218.77,88.0,935.5,0,67.04,80.89,4519.01,50.1,27.67,9.09,4852.08,-333.07,-5.96,9.66,514.19,53.25,2.1,102.34,1.575,32,41,359.54,31,5.0,0.69,8.22,14.0,-5.78
OmniDesk,Support,Series B,2022,6,2022-06-01,11816.81,141801.69,2071.99,527.84,115.48,2484.35,0,141.8,80.38,9497.9,42.7,15.72,12.66,8398.57,1099.33,9.3,14.15,1748.96,123.61,1.5,103.49,0.977,28,30,0.0,99,20.2,1.03,12.33,14.0,-1.67
OmniDesk,Support,Series B,2022,7,2022-07-01,9525.53,114306.35,1669.84,733.27,147.27,2255.84,0,114.31,79.66,7588.28,31.05,25.15,9.88,6294.69,1293.59,13.58,11.5,749.2,65.16,1.5,106.15,1.546,29,43,0.0,99,24.5,0.87,10.38,14.0,-3.62
OmniDesk,Support,Series B,2022,8,2022-08-01,8490.84,101890.1,1364.57,287.26,88.64,1563.19,0,101.89,73.93,6277.01,29.85,20.92,10.52,5203.88,1073.14,12.64,15.44,795.85,51.56,2.5,102.34,1.044,51,32,0.0,99,23.6,0.77,9.21,14.0,-4.79
OmniDesk,Support,Series B,2022,9,2022-09-01,12745.84,152950.08,1751.17,557.05,247.98,2060.24,0,152.95,81.38,10373.01,48.71,18.18,11.3,9966.2,406.8,3.19,15.34,1960.64,127.78,1.5,102.42,1.946,30,48,0.0,99,14.1,0.91,10.88,14.0,-3.12
OmniDesk,Support,Series B,2022,10,2022-10-01,18779.75,225356.98,1924.01,1595.36,187.15,3332.23,0,225.36,70.44,13227.71,41.72,16.55,12.71,13330.31,-102.6,-0.55,21.23,2596.81,122.3,1.6,107.5,0.997,61,24,121.23,10,10.4,1.03,12.32,14.0,-1.68
OmniDesk,Support,Series B,2022,11,2022-11-01,37978.89,455746.71,5976.08,1336.22,425.89,6886.41,0,455.75,76.84,29181.13,35.0,25.2,13.18,27866.6,1314.53,3.46,21.86,4374.07,200.12,0.7,102.4,1.121,59,34,0.0,99,14.4,1.27,15.23,14.0,1.23
OmniDesk,Support,Series B,2022,12,2022-12-01,6946.58,83358.92,1064.54,540.15,110.67,1494.03,0,83.36,68.95,4789.42,28.57,22.04,12.45,4380.9,408.52,5.88,11.94,1363.16,114.17,2.5,106.18,1.593,49,22,0.0,99,16.8,0.56,6.72,14.0,-7.28
OmniDesk,Support,Series B,2023,1,2023-01-01,22892.24,274706.83,3521.02,968.61,255.25,4234.37,0,274.71,76.12,17426.16,51.07,27.64,9.0,20078.4,-2652.24,-11.59,20.07,4208.9,209.74,1.2,103.12,1.115,42,55,2560.0,36,-0.1,0.97,11.64,14.0,-2.36
OmniDesk,Support,Series B,2023,2,2023-02-01,12367.35,148408.26,1450.06,434.02,302.89,1581.19,0,148.41,80.13,9910.06,47.68,15.97,11.97,9353.02,557.04,4.5,12.21,844.64,69.18,1.2,101.06,2.449,43,40,0.0,99,16.0,0.71,8.57,14.0,-5.43
OmniDesk,Support,Series B,2023,3,2023-03-01,26255.38,315064.62,4203.01,1946.08,499.23,5649.85,0,315.06,78.19,20529.77,29.79,17.64,13.46,15986.2,4543.57,17.31,13.95,4005.94,287.17,0.7,105.51,1.901,38,50,0.0,99,28.8,0.94,11.3,14.0,-2.7
OmniDesk,Support,Series B,2023,4,2023-04-01,58356.48,700277.75,7388.25,3627.17,766.24,10249.19,0,700.28,79.09,46155.94,35.4,18.45,8.84,36580.11,9575.84,16.41,20.63,4920.22,238.49,0.4,104.9,1.313,30,35,0.0,99,27.9,1.17,14.08,14.0,0.08
OmniDesk,Support,Series B,2023,5,2023-05-01,48629.32,583551.8,4333.91,2496.85,484.56,6346.2,0,583.55,72.52,35265.7,34.24,27.88,8.22,34206.04,1059.66,2.18,9.66,5107.04,528.44,0.3,104.14,0.996,63,37,0.0,99,13.7,1.07,12.85,14.0,-1.15
OmniDesk,Support,Series B,2023,6,2023-06-01,20366.69,244400.31,1822.26,1581.04,143.34,3259.95,0,244.4,81.14,16524.85,46.74,17.89,9.39,15075.37,1449.48,7.12,9.75,1716.85,176.03,0.6,107.06,0.704,33,38,0.0,99,18.6,0.77,9.19,14.0,-4.81
OmniDesk,Support,Series B,2023,7,2023-07-01,56314.29,675771.45,10120.59,3872.13,504.29,13488.42,0,675.77,80.71,45452.56,48.33,25.52,8.86,46576.33,-1123.77,-2.0,11.27,10227.1,907.39,0.2,105.98,0.896,64,49,1268.37,20,9.5,1.04,12.51,14.0,-1.49
OmniDesk,Support,Series B,2023,8,2023-08-01,39879.24,478550.92,5168.85,2217.28,504.66,6881.48,0,478.55,69.28,27629.83,34.6,20.8,9.04,25697.44,1932.39,4.85,10.94,3570.28,326.22,0.4,104.29,1.265,46,53,0.0,99,16.3,0.91,10.89,14.0,-3.11
OmniDesk,Support,Series B,2023,9,2023-09-01,19955.99,239471.83,1718.17,763.0,211.44,2269.72,0,239.47,69.61,13892.33,40.62,23.2,13.62,15452.82,-1560.49,-7.82,6.11,1339.86,219.46,0.4,102.76,1.06,50,52,1588.28,23,3.7,0.69,8.25,14.0,-5.75
OmniDesk,Support,Series B,2023,10,2023-10-01,107205.4,1286464.82,12264.66,5284.83,1748.84,15800.65,0,1286.46,81.64,87517.26,42.33,15.38,13.67,76530.25,10987.01,10.25,14.9,8192.04,549.82,0.2,103.3,1.631,58,55,0.0,99,21.7,1.12,13.47,14.0,-0.53
OmniDesk,Support,Series B,2023,11,2023-11-01,29742.25,356907.02,3071.67,1334.58,243.66,4162.58,0,356.91,74.53,22166.41,46.99,24.58,13.35,25257.07,-3090.66,-10.39,6.45,2764.94,428.74,0.3,103.67,0.819,52,44,3628.69,35,1.1,0.75,9.0,14.0,-5.0
OmniDesk,Support,Series B,2023,12,2023-12-01,195899.5,2350794.02,19074.97,9614.8,1906.3,26783.47,0,2350.79,76.98,150797.63,42.2,24.14,10.46,150458.97,338.66,0.17,8.65,30509.08,3528.79,0.1,103.93,0.973,40,53,0.0,99,11.7,1.22,14.58,14.0,0.58
OmniDesk,Support,Series B,2024,1,2024-01-01,67957.51,815490.09,5694.59,4491.98,416.13,9770.44,0,815.49,75.31,51177.54,35.96,22.98,13.65,49330.68,1846.86,2.72,9.94,10031.22,1008.69,0.2,106.0,0.612,48,25,0.0,99,15.5,0.91,10.94,14.0,-3.06
OmniDesk,Support,Series B,2024,2,2024-02-01,117837.85,1414054.16,9685.24,10020.16,1971.68,17733.72,0,1414.05,70.15,82662.39,48.66,27.49,10.62,102234.31,-19571.92,-16.61,5.16,13157.48,2551.85,0.1,106.83,1.673,34,43,18019.99,12,-3.9,1.02,12.25,14.0,-1.75
OmniDesk,Support,Series B,2024,3,2024-03-01,800303.35,9603640.22,98986.99,47403.57,14233.65,132156.91,0,9603.64,72.1,577014.23,41.49,26.56,12.3,643029.51,-66015.28,-8.25,14.34,68664.23,4789.24,0.0,104.14,1.779,39,46,60914.23,30,4.5,1.46,17.55,14.0,3.55
OmniDesk,Support,Series B,2024,4,2024-04-01,135895.92,1630751.03,14874.04,4091.54,1162.48,17803.1,0,1630.75,73.98,100536.23,48.42,25.02,11.97,116070.53,-15534.3,-11.43,16.99,16608.79,977.65,0.2,102.16,0.855,42,28,18247.76,12,1.3,1.0,12.0,14.0,-2.0
OmniDesk,Support,Series B,2024,5,2024-05-01,160587.94,1927055.29,18416.39,10947.47,1829.16,27534.7,0,1927.06,70.5,113209.25,44.08,24.48,10.35,126722.44,-13513.18,-8.41,26.61,22628.08,850.24,0.2,105.68,1.139,32,44,12197.85,11,4.3,1.01,12.15,14.0,-1.85
OmniDesk,Support,Series B,2024,6,2024-06-01,331773.53,3981282.39,50443.3,18676.6,1978.35,67141.55,0,3981.28,79.67,264328.16,37.94,26.46,10.46,248359.35,15968.81,4.81,17.16,24967.77,1454.72,0.1,105.03,0.596,64,36,0.0,99,17.6,1.15,13.79,14.0,-0.21
OmniDesk,Support,Series B,2024,7,2024-07-01,319433.22,3833198.67,52571.12,15691.52,3481.24,64781.41,0,3833.2,80.96,258616.95,32.08,19.88,13.12,207910.69,50706.26,15.87,14.96,22847.27,1527.73,0.1,103.82,1.09,33,43,0.0,99,28.6,1.11,13.35,14.0,-0.65
OmniDesk,Support,Series B,2024,8,2024-08-01,421021.1,5052253.17,58691.63,24825.18,7272.25,76244.55,0,5052.25,68.81,289686.97,31.96,26.57,9.1,284721.63,4965.34,1.18,25.66,59672.71,2325.38,0.1,104.17,1.727,40,48,0.0,99,13.9,1.15,13.74,14.0,-0.26
OmniDesk,Support,Series B,2024,9,2024-09-01,171561.77,2058741.27,26248.51,8044.77,1767.99,32525.28,0,2058.74,81.31,139488.48,41.72,25.92,9.08,131614.84,7873.64,4.59,17.63,18495.11,1048.92,0.1,103.66,1.031,46,52,0.0,99,17.3,0.93,11.18,14.0,-2.82
OmniDesk,Support,Series B,2024,10,2024-10-01,54770.57,657246.82,5475.28,2204.51,302.04,7377.74,0,657.25,80.85,44283.59,48.25,19.01,10.78,42743.68,1539.91,2.81,9.72,4717.37,485.12,0.2,103.47,0.551,33,46,0.0,99,15.6,0.68,8.2,14.0,-5.8
OmniDesk,Support,Series B,2024,11,2024-11-01,1138946.51,13667358.1,133188.59,52161.2,15849.02,169500.77,0,13667.36,78.83,897861.24,34.45,15.8,13.27,723372.78,174488.46,15.32,9.35,194456.6,20802.57,0.0,103.19,1.392,50,48,0.0,99,28.1,1.27,15.22,14.0,1.22
OmniDesk,Support,Series B,2024,12,2024-12-01,4978290.49,59739485.88,881508.65,314708.18,83608.04,1112608.79,2,29869.74,70.54,3511801.96,38.05,21.96,14.07,3687773.98,-175972.03,-3.53,17.53,180156.93,10278.05,0.0,104.64,1.679,58,41,146335.17,36,9.2,1.54,18.47,14.0,4.47
OmniDesk,Support,Series B,2025,1,2025-01-01,816508.07,9798096.82,111961.21,52492.59,12522.25,151931.55,0,9798.1,79.94,652681.71,50.78,20.84,14.64,704344.87,-51663.16,-6.33,21.92,114695.79,5233.03,0.0,104.9,1.534,40,30,42212.43,10,7.0,1.15,13.78,14.0,-0.22
OmniDesk,Support,Series B,2025,2,2025-02-01,567018.2,6804218.36,101398.73,50938.73,7772.61,144564.85,0,6804.22,70.32,398741.29,34.19,26.84,14.4,427695.86,-28954.57,-5.11,35.73,63846.27,1786.67,0.1,107.61,1.371,53,42,33084.93,24,8.2,1.06,12.67,14.0,-1.33
OmniDesk,Support,Series B,2025,3,2025-03-01,55853.26,670239.12,8861.4,3426.81,975.26,11312.95,0,670.24,76.2,42558.96,31.56,22.64,13.31,37705.74,4853.22,8.69,9.97,3919.72,393.13,0.2,104.39,1.746,64,28,0.0,99,22.0,0.62,7.41,14.0,-6.59
OmniDesk,Support,Series B,2025,4,2025-04-01,1984330.18,23811962.13,314664.29,164318.71,44348.8,434634.2,1,23811.96,78.3,1553771.95,43.71,22.44,11.31,1537112.41,16659.54,0.84,25.09,219754.97,8757.19,0.0,106.05,2.235,53,24,0.0,99,14.1,1.24,14.89,14.0,0.89
OmniDesk,Support,Series B,2025,5,2025-05-01,105315.65,1263787.82,15697.44,6162.34,630.4,21229.39,0,1263.79,76.79,80867.5,36.11,25.32,10.18,75409.07,5458.43,5.18,10.14,7753.86,764.83,0.1,105.25,0.599,34,36,0.0,99,18.5,0.7,8.41,14.0,-5.59
OmniDesk,Support,Series B,2025,6,2025-06-01,7190935.06,86291220.77,671910.56,406910.83,176065.65,902755.74,3,28763.74,78.23,5625333.33,38.0,23.39,9.32,5084732.32,540601.01,7.52,13.72,181044.84,13193.09,0.0,103.21,2.448,59,55,0.0,99,20.8,1.42,17.05,14.0,3.05
OmniDesk,Support,Series B,2025,7,2025-07-01,8349787.24,100197446.83,1098222.22,406362.32,68296.66,1436287.87,6,16699.57,80.1,6688254.93,48.43,26.43,8.2,6935754.86,-247499.92,-2.96,20.0,104403.93,5220.09,0.0,104.05,0.818,31,37,201273.97,9,10.3,1.42,17.04,14.0,3.04
OmniDesk,Support,Series B,2025,8,2025-08-01,199128.74,2389544.9,34210.94,9247.27,3801.9,39656.31,0,2389.54,74.93,149203.64,43.25,16.61,8.21,135555.15,13648.49,6.85,19.47,18201.17,934.67,0.1,102.73,1.909,39,52,0.0,99,20.2,0.76,9.18,14.0,-4.82
OmniDesk,Support,Series B,2025,9,2025-09-01,536615.93,6439391.12,51703.68,40212.75,12283.05,79633.37,0,6439.39,78.01,418608.87,37.28,17.12,12.01,356319.3,62289.57,11.61,5.94,39541.04,6659.77,0.0,105.2,2.289,42,35,0.0,99,24.9,0.91,10.92,14.0,-3.08
OmniDesk,Support,Series B,2025,10,2025-10-01,967947.12,11615365.41,103481.64,30202.99,12767.36,120917.27,0,11615.37,71.25,689700.86,28.21,26.85,12.53,654282.43,35418.43,3.66,9.15,190366.99,20799.74,0.0,101.8,1.319,44,41,0.0,99,17.0,0.99,11.85,14.0,-2.15
OmniDesk,Support,Series B,2025,11,2025-11-01,1302552.69,15630632.31,140073.72,105630.73,29841.04,215863.42,1,15630.63,78.95,1028301.18,35.25,21.77,12.37,903776.41,124524.76,9.56,9.37,256737.74,27390.26,0.0,105.82,2.291,51,40,0.0,99,22.9,1.02,12.21,14.0,-1.79
OmniDesk,Support,Series B,2025,12,2025-12-01,219085.37,2629024.42,24066.0,7411.71,1569.11,29908.6,0,2629.02,73.03,160001.71,48.68,18.39,12.98,175374.25,-15372.54,-7.02,7.17,27427.12,3825.48,0.0,102.67,0.716,37,55,17004.95,36,6.3,0.73,8.71,14.0,-5.29
PayStream,Fintech,Public,2021,1,2021-01-01,8216.67,98600.06,1322.91,404.06,107.49,1619.47,0,98.6,81.64,6708.39,39.94,18.84,14.35,6008.7,699.69,8.52,15.87,664.39,41.85,2.4,103.61,1.308,65,34,0.0,99,27.5,2.05,24.55,19.0,5.55
PayStream,Fintech,Public,2021,2,2021-02-01,9669.75,116037.01,1105.41,688.28,186.31,1607.39,0,116.04,75.34,7285.16,50.58,19.66,10.1,7768.47,-483.31,-5.0,13.26,835.32,62.97,1.8,105.19,1.927,63,33,443.44,23,14.0,1.76,21.07,19.0,2.07
PayStream,Fintech,Public,2021,3,2021-03-01,11574.9,138898.79,1861.64,474.39,234.49,2101.54,0,138.9,77.3,8947.53,30.14,19.62,13.21,7288.87,1658.66,14.33,20.09,898.61,44.73,2.2,102.07,2.026,49,45,0.0,99,33.3,1.72,20.61,19.0,1.61
PayStream,Fintech,Public,2021,4,2021-04-01,13988.68,167864.21,1483.58,1134.1,152.21,2465.47,0,167.86,69.87,9773.96,42.01,27.28,8.5,10880.43,-1106.47,-7.91,6.94,1398.2,201.5,0.7,107.02,1.088,52,55,1017.22,9,11.1,1.72,20.67,19.0,1.67
PayStream,Fintech,Public,2021,5,2021-05-01,16540.02,198480.27,2964.55,1475.89,196.06,4244.38,0,198.48,68.19,11278.13,31.44,26.21,9.26,11067.09,211.04,1.28,34.62,1986.48,57.38,3.1,107.74,1.185,39,42,0.0,99,20.3,1.68,20.18,19.0,1.18
PayStream,Fintech,Public,2021,6,2021-06-01,17589.71,211076.56,2523.24,816.37,89.61,3250.0,0,211.08,79.64,14008.36,46.35,21.36,13.34,14257.71,-249.35,-1.42,27.23,1578.29,57.95,1.9,104.13,0.509,55,47,242.27,23,17.6,1.48,17.76,19.0,-1.24
PayStream,Fintech,Public,2021,7,2021-07-01,21495.87,257950.45,2148.33,663.03,267.88,2543.48,0,257.95,70.33,15119.08,32.57,23.8,12.39,14780.21,338.87,1.58,13.73,1801.04,131.14,0.9,101.84,1.246,50,41,0.0,99,20.6,1.53,18.38,19.0,-0.62
PayStream,Fintech,Public,2021,8,2021-08-01,27539.4,330472.85,2558.22,1798.88,348.95,4008.15,0,330.47,70.47,19405.97,35.16,18.78,13.09,18460.33,945.63,3.43,7.99,3286.97,411.21,0.4,105.26,1.267,36,43,0.0,99,22.4,1.63,19.56,19.0,0.56
PayStream,Fintech,Public,2021,9,2021-09-01,40925.02,491100.18,6343.85,3454.63,339.58,9458.9,0,491.1,81.73,33448.94,33.38,27.8,9.48,28919.86,4529.08,11.07,34.91,4073.63,116.7,1.0,107.61,0.83,35,45,0.0,99,30.1,1.87,22.48,19.0,3.48
PayStream,Fintech,Public,2021,10,2021-10-01,37303.26,447639.12,5636.93,1958.85,777.49,6818.29,0,447.64,71.2,26560.86,42.96,22.72,8.34,27608.88,-1048.02,-2.81,27.38,2791.91,101.95,1.0,103.17,2.084,31,29,1013.13,20,16.2,1.58,18.92,19.0,-0.08
PayStream,Fintech,Public,2021,11,2021-11-01,51940.8,623289.61,7800.82,3695.3,473.18,11022.95,0,623.29,76.11,39531.0,30.42,21.76,12.36,33526.29,6004.71,11.56,11.62,5652.95,486.52,0.3,106.2,0.911,34,54,0.0,99,30.6,1.72,20.63,19.0,1.63
PayStream,Fintech,Public,2021,12,2021-12-01,62480.06,749760.68,9489.26,2301.81,459.52,11331.55,0,749.76,79.22,49496.04,32.79,18.42,11.66,39284.29,10211.75,16.34,22.71,5191.8,228.61,0.5,102.95,0.735,46,32,0.0,99,35.3,1.72,20.6,19.0,1.6
PayStream,Fintech,Public,2022,1,2022-01-01,58164.1,697969.26,5861.16,2898.68,1376.31,7383.53,0,697.97,72.6,42225.47,49.77,25.86,12.68,51362.56,-9137.09,-15.71,16.71,9856.94,589.93,0.4,102.62,2.366,60,26,9954.18,11,-0.9,1.52,18.23,19.0,-0.77
PayStream,Fintech,Public,2022,2,2022-02-01,50703.14,608437.72,8643.77,2910.62,906.91,10647.47,0,608.44,78.3,39701.7,29.2,25.57,14.12,34930.52,4771.18,9.41,11.5,5894.24,512.39,0.3,103.95,1.789,48,49,0.0,99,24.2,1.31,15.68,19.0,-3.32
PayStream,Fintech,Public,2022,3,2022-03-01,51778.65,621343.86,8068.17,4200.28,306.41,11962.04,0,621.34,79.61,41222.45,36.58,20.69,12.35,36050.16,5172.29,9.99,10.29,8732.36,848.89,0.2,107.52,0.592,49,33,0.0,99,24.8,1.23,14.72,19.0,-4.28
PayStream,Fintech,Public,2022,4,2022-04-01,49917.99,599015.87,4561.67,2864.91,649.18,6777.39,0,599.02,72.34,36111.36,39.48,20.48,14.2,37020.86,-909.51,-1.82,14.62,7892.03,539.88,0.4,104.44,1.301,31,32,765.34,26,13.0,1.12,13.48,19.0,-5.52
PayStream,Fintech,Public,2022,5,2022-05-01,38600.91,463210.92,4779.42,2962.61,664.96,7077.08,0,463.21,69.92,26991.28,49.12,24.45,14.24,33897.69,-6906.41,-17.89,12.13,3906.49,321.98,0.4,105.95,1.723,54,50,5652.13,16,-3.1,0.91,10.95,19.0,-8.05
