quarter,state,specialty,hcp_segment,kol_flag,product,molecule,company,moa,route_admin,nrx_count,trx_count,refill_rate,market_share_pct,commercial_payer_pct,medicare_payer_pct,medicaid_payer_pct,cash_pay_pct,pa_required,step_edit_required,formulary_tier,payer_access_score_1_10,wac_monthly_usd,net_price_monthly_usd,gross_to_net_pct,efficacy_perception_1_10,safety_perception_1_10,convenience_perception_1_10,value_perception_1_10,hcp_nps,rep_accessible,digital_engager,samples_accepted,indication_t2dm,indication_obesity,indication_cv_risk
2024Q1,MO,Primary Care,Non-Writer,False,Zepbound,tirzepatide,Eli Lilly,GLP-1/GIP,SC weekly,74,352,4.76,13.2,47.3,32.6,20.0,4.4,False,True,Tier 2 Preferred,9.4,1059,812.0,23.3,7.6,5.7,6.5,5.7,66,True,False,False,True,True,False
2025Q1,IN,Primary Care,Non-Writer,False,Trulicity,dulaglutide,Eli Lilly,GLP-1 RA,SC weekly,37,195,5.27,7.0,47.0,18.3,34.7,11.7,False,False,Tier 3 Non-Pref,4.5,743,537.0,27.7,6.0,6.9,7.6,7.9,38,False,False,False,True,False,False
2025Q1,MO,Obesity Medicine,Low Volume (Decile 6-10),False,Zepbound,tirzepatide,Eli Lilly,GLP-1/GIP,SC weekly,57,232,4.07,13.8,68.4,33.9,0.0,2.7,False,True,Tier 2 Preferred,6.4,1059,623.0,41.2,6.2,6.8,7.4,4.9,7,True,True,False,True,True,False
2024Q2,IL,Primary Care,Mid Volume (Decile 2-5),False,Zepbound,tirzepatide,Eli Lilly,GLP-1/GIP,SC weekly,81,490,6.05,12.6,40.7,22.3,37.0,6.9,True,True,Not Covered,3.6,1059,637.0,39.9,8.0,7.6,8.4,4.7,59,False,True,False,True,True,False
2024Q3,NC,Internal Medicine,Low Volume (Decile 6-10),False,Ozempic,semaglutide,Novo Nordisk,GLP-1 RA,SC weekly,78,339,4.35,21.5,45.6,39.4,15.0,7.5,True,False,Not Covered,9.3,936,655.0,30.0,7.1,6.2,7.6,4.8,20,True,True,True,True,False,True
2024Q1,OH,Endocrinology,Low Volume (Decile 6-10),False,Wegovy,semaglutide,Novo Nordisk,GLP-1 RA,SC weekly,43,131,3.05,15.2,69.5,36.4,0.0,7.2,False,True,Specialty,4.1,1349,1032.0,23.5,4.8,7.7,7.7,1.8,4,True,False,True,True,True,False
2024Q1,WI,Primary Care,Low Volume (Decile 6-10),False,Rybelsus,semaglutide oral,Novo Nordisk,GLP-1 RA,Oral daily,20,75,3.75,3.2,43.5,24.9,31.7,5.8,True,False,Specialty,7.3,812,615.0,24.3,8.6,8.3,8.0,6.5,46,True,True,True,True,False,False
2024Q1,TX,Obesity Medicine,Mid Volume (Decile 2-5),False,Ozempic,semaglutide,Novo Nordisk,GLP-1 RA,SC weekly,116,683,5.89,22.5,50.8,22.3,27.0,2.5,True,False,Tier 2 Preferred,6.2,936,578.0,38.2,8.1,5.6,7.8,4.4,37,True,True,True,True,False,True
2025Q1,MA,Endocrinology,Non-Writer,False,Wegovy,semaglutide,Novo Nordisk,GLP-1 RA,SC weekly,42,249,5.93,15.9,60.1,38.1,1.8,7.6,True,True,Specialty,6.1,1349,823.0,39.0,7.7,6.9,7.9,5.2,31,True,False,False,True,True,False
2024Q3,NY,Primary Care,High Volume (Top Decile),False,Farxiga,dapagliflozin,AstraZeneca,SGLT2i,Oral daily,25,101,4.04,5.6,62.2,38.7,0.0,11.3,True,False,Tier 3 Non-Pref,6.0,587,420.0,28.5,7.7,8.7,7.0,4.3,46,False,False,False,True,False,False
2024Q1,TX,Cardiology,Low Volume (Decile 6-10),False,Rybelsus,semaglutide oral,Novo Nordisk,GLP-1 RA,Oral daily,33,134,4.06,4.3,68.0,20.7,11.4,5.7,True,False,Tier 2 Preferred,7.2,812,564.0,30.5,7.6,9.3,8.1,4.0,76,True,True,True,True,False,False
2024Q3,WI,Primary Care,Mid Volume (Decile 2-5),False,Mounjaro,tirzepatide,Eli Lilly,GLP-1/GIP,SC weekly,180,1014,5.63,17.4,40.4,37.0,22.5,3.9,True,False,Tier 2 Preferred,4.1,1023,646.0,36.9,7.2,6.1,6.9,6.3,85,True,True,False,True,False,True
2024Q1,TX,Endocrinology,Low Volume (Decile 6-10),False,Zepbound,tirzepatide,Eli Lilly,GLP-1/GIP,SC weekly,92,455,4.95,11.1,56.0,30.0,14.0,7.5,True,True,Tier 2 Preferred,7.1,1059,643.0,39.3,8.2,6.1,7.1,4.8,54,True,False,True,True,True,False
2024Q3,MI,Endocrinology,Mid Volume (Decile 2-5),False,Mounjaro,tirzepatide,Eli Lilly,GLP-1/GIP,SC weekly,94,518,5.51,19.7,51.2,39.1,9.7,6.2,True,True,Tier 3 Non-Pref,4.2,1023,804.0,21.5,8.0,6.3,7.7,2.2,52,False,True,False,True,False,True
2024Q1,PA,Primary Care,Non-Writer,False,Jardiance,empagliflozin,Boehringer/Lilly,SGLT2i,Oral daily,68,352,5.18,8.2,62.0,34.5,3.5,2.4,True,True,Tier 3 Non-Pref,7.7,624,449.0,28.0,7.3,7.6,6.7,5.3,78,True,True,True,True,False,False
2024Q2,IN,Endocrinology,Mid Volume (Decile 2-5),False,Jardiance,empagliflozin,Boehringer/Lilly,SGLT2i,Oral daily,76,230,3.03,8.9,48.5,35.5,15.9,9.2,False,True,Specialty,9.0,624,384.0,38.4,6.8,6.6,5.6,5.7,11,True,False,False,True,False,False
2024Q4,MO,Primary Care,Low Volume (Decile 6-10),False,Mounjaro,tirzepatide,Eli Lilly,GLP-1/GIP,SC weekly,71,270,3.8,18.1,62.6,21.3,16.2,6.1,False,False,Tier 3 Non-Pref,9.0,1023,747.0,27.0,7.9,6.7,7.9,5.1,74,True,True,False,True,False,True
2024Q2,FL,Internal Medicine,Low Volume (Decile 6-10),False,Victoza,liraglutide,Novo Nordisk,GLP-1 RA,SC daily,47,188,4.0,6.5,64.4,20.6,15.0,12.0,False,False,Tier 3 Non-Pref,8.8,686,527.0,23.2,6.3,8.1,7.8,5.3,16,True,True,False,True,False,False
2024Q3,NC,Primary Care,Low Volume (Decile 6-10),False,Zepbound,tirzepatide,Eli Lilly,GLP-1/GIP,SC weekly,24,114,4.75,10.8,65.1,37.3,0.0,10.7,False,False,Tier 2 Preferred,4.8,1059,640.0,39.6,8.0,5.9,6.6,6.9,33,True,False,True,True,True,False
2024Q2,NY,Internal Medicine,Non-Writer,False,Farxiga,dapagliflozin,AstraZeneca,SGLT2i,Oral daily,31,98,3.16,7.1,60.8,31.5,7.6,5.0,False,True,Not Covered,4.7,587,466.0,20.6,5.6,7.4,7.6,6.0,59,True,True,True,True,False,False
2024Q1,NJ,Endocrinology,Low Volume (Decile 6-10),False,Farxiga,dapagliflozin,AstraZeneca,SGLT2i,Oral daily,47,174,3.7,3.4,67.1,25.0,7.9,5.8,False,True,Not Covered,4.0,587,460.0,21.7,8.6,5.1,6.9,5.4,56,False,True,False,True,False,False
2025Q1,VA,Endocrinology,Low Volume (Decile 6-10),False,Zepbound,tirzepatide,Eli Lilly,GLP-1/GIP,SC weekly,80,450,5.62,14.2,61.5,34.7,3.8,10.5,True,False,Specialty,8.4,1059,639.0,39.6,7.7,7.5,6.8,4.9,17,False,False,False,True,True,False
2025Q1,NY,Primary Care,Mid Volume (Decile 2-5),False,Wegovy,semaglutide,Novo Nordisk,GLP-1 RA,SC weekly,37,218,5.89,18.1,67.7,24.0,8.2,10.4,True,False,Tier 2 Preferred,8.1,1349,786.0,41.7,6.5,7.6,7.9,6.4,67,False,False,False,True,True,False
2024Q1,GA,Cardiology,Mid Volume (Decile 2-5),False,Victoza,liraglutide,Novo Nordisk,GLP-1 RA,SC daily,44,211,4.8,5.2,46.7,34.7,18.5,8.3,True,False,Specialty,8.4,686,497.0,27.5,7.2,7.9,7.7,8.0,44,True,False,True,True,False,False
2025Q1,MI,Internal Medicine,Mid Volume (Decile 2-5),False,Rybelsus,semaglutide oral,Novo Nordisk,GLP-1 RA,Oral daily,29,94,3.24,8.7,47.4,19.6,33.0,7.9,False,True,Tier 2 Preferred,7.5,812,561.0,31.0,7.1,8.0,6.9,7.1,5,True,False,False,True,False,False
2024Q4,MI,Nephrology,High Volume (Top Decile),False,Rybelsus,semaglutide oral,Novo Nordisk,GLP-1 RA,Oral daily,9,27,3.0,6.4,52.1,30.9,17.0,3.7,False,True,Tier 2 Preferred,6.7,812,510.0,37.2,8.6,8.9,6.6,6.6,76,False,False,True,True,False,False
2024Q3,PA,Primary Care,Low Volume (Decile 6-10),False,Rybelsus,semaglutide oral,Novo Nordisk,GLP-1 RA,Oral daily,19,111,5.84,4.9,62.6,28.6,8.8,9.2,True,False,Tier 3 Non-Pref,9.1,812,645.0,20.6,7.6,7.0,6.2,4.8,10,False,True,False,True,False,False
2024Q3,WI,Primary Care,Mid Volume (Decile 2-5),False,Mounjaro,tirzepatide,Eli Lilly,GLP-1/GIP,SC weekly,53,310,5.85,20.2,61.3,30.5,8.2,2.9,False,False,Not Covered,5.6,1023,708.0,30.8,7.4,8.3,7.1,5.6,82,True,True,False,True,False,True
2024Q2,IN,Primary Care,Mid Volume (Decile 2-5),False,Farxiga,dapagliflozin,AstraZeneca,SGLT2i,Oral daily,52,160,3.08,1.8,65.2,41.9,0.0,4.8,True,False,Specialty,5.2,587,418.0,28.8,6.1,8.2,6.0,5.6,45,True,True,False,True,False,False
2025Q1,OH,Endocrinology,Low Volume (Decile 6-10),True,Ozempic,semaglutide,Novo Nordisk,GLP-1 RA,SC weekly,105,647,6.16,20.9,40.1,21.3,38.6,6.5,False,True,Specialty,3.9,936,705.0,24.7,8.7,6.5,6.4,4.9,15,False,True,True,True,False,True
2024Q3,NJ,Primary Care,Mid Volume (Decile 2-5),False,Bydureon,exenatide ER,AstraZeneca,GLP-1 RA,SC weekly,12,61,5.08,2.5,63.6,31.0,5.4,10.2,True,True,Not Covered,3.5,492,400.0,18.7,7.2,7.0,6.8,4.5,45,False,True,False,True,False,False
2024Q3,GA,Endocrinology,Low Volume (Decile 6-10),True,Zepbound,tirzepatide,Eli Lilly,GLP-1/GIP,SC weekly,29,107,3.69,14.2,71.1,41.4,0.0,9.9,True,False,Tier 3 Non-Pref,3.8,1059,781.0,26.2,7.9,9.1,6.7,5.5,71,True,False,False,True,True,False
2024Q3,VA,Cardiology,Non-Writer,False,Zepbound,tirzepatide,Eli Lilly,GLP-1/GIP,SC weekly,46,245,5.33,12.1,49.4,41.5,9.1,5.3,False,True,Specialty,5.4,1059,791.0,25.3,5.6,7.6,8.2,7.2,67,True,True,True,True,True,False
2025Q1,OH,Primary Care,Mid Volume (Decile 2-5),False,Trulicity,dulaglutide,Eli Lilly,GLP-1 RA,SC weekly,30,158,5.27,5.3,46.3,24.0,29.7,9.3,False,True,Tier 3 Non-Pref,4.9,743,436.0,41.3,7.0,7.2,7.4,4.2,47,False,False,True,True,False,False
2024Q4,FL,Primary Care,Low Volume (Decile 6-10),False,Zepbound,tirzepatide,Eli Lilly,GLP-1/GIP,SC weekly,73,422,5.78,13.5,65.2,21.1,13.7,6.6,True,False,Tier 2 Preferred,3.7,1059,676.0,36.2,7.5,5.5,6.8,6.2,63,True,False,False,True,True,False
2024Q3,NJ,Internal Medicine,Mid Volume (Decile 2-5),False,Bydureon,exenatide ER,AstraZeneca,GLP-1 RA,SC weekly,14,43,3.07,3.8,42.3,24.6,33.2,6.7,False,True,Tier 2 Preferred,4.6,492,372.0,24.4,6.8,7.1,8.0,6.5,31,True,True,False,True,False,False
2025Q1,GA,Primary Care,Mid Volume (Decile 2-5),False,Zepbound,tirzepatide,Eli Lilly,GLP-1/GIP,SC weekly,53,172,3.25,9.1,47.8,31.0,21.2,6.9,True,False,Tier 2 Preferred,7.0,1059,647.0,38.9,6.9,7.9,6.8,4.7,27,True,True,True,True,True,False
2025Q1,AZ,Endocrinology,Low Volume (Decile 6-10),False,Wegovy,semaglutide,Novo Nordisk,GLP-1 RA,SC weekly,70,430,6.14,15.2,64.8,27.0,8.3,10.8,True,False,Tier 3 Non-Pref,5.1,1349,811.0,39.9,6.2,7.2,7.8,7.3,-18,False,False,True,True,True,False
2024Q3,IN,Primary Care,High Volume (Top Decile),False,Rybelsus,semaglutide oral,Novo Nordisk,GLP-1 RA,Oral daily,20,81,4.05,5.4,69.6,26.1,4.3,2.8,False,True,Tier 2 Preferred,7.8,812,541.0,33.4,6.8,7.8,7.7,6.4,-18,False,True,False,True,False,False
2024Q3,MI,Nephrology,Low Volume (Decile 6-10),False,Victoza,liraglutide,Novo Nordisk,GLP-1 RA,SC daily,30,137,4.57,4.5,40.9,30.3,28.8,3.8,True,False,Specialty,4.0,686,480.0,30.0,6.1,6.3,6.8,6.6,81,False,False,False,True,False,False
2024Q3,WA,Cardiology,Mid Volume (Decile 2-5),False,Ozempic,semaglutide,Novo Nordisk,GLP-1 RA,SC weekly,80,421,5.26,22.3,63.5,30.1,6.4,8.6,False,False,Tier 3 Non-Pref,8.3,936,545.0,41.7,8.8,6.6,8.3,4.6,31,True,True,True,True,False,True
2024Q1,NC,Internal Medicine,High Volume (Top Decile),False,Rybelsus,semaglutide oral,Novo Nordisk,GLP-1 RA,Oral daily,18,99,5.5,5.7,61.5,25.4,13.1,6.8,True,False,Specialty,8.5,812,646.0,20.5,7.0,8.3,7.4,6.8,0,False,True,False,True,False,False
2024Q1,MI,Primary Care,Mid Volume (Decile 2-5),False,Zepbound,tirzepatide,Eli Lilly,GLP-1/GIP,SC weekly,83,433,5.22,12.2,40.7,33.3,26.0,6.3,True,False,Tier 3 Non-Pref,7.8,1059,680.0,35.8,8.1,8.6,8.1,5.3,70,False,True,False,True,True,False
2025Q1,TX,Endocrinology,Low Volume (Decile 6-10),False,Farxiga,dapagliflozin,AstraZeneca,SGLT2i,Oral daily,23,104,4.52,4.8,61.4,21.1,17.5,8.8,False,True,Specialty,6.9,587,388.0,33.9,7.0,7.6,5.0,6.7,49,True,True,True,True,False,False
2024Q1,NC,Endocrinology,Non-Writer,False,Farxiga,dapagliflozin,AstraZeneca,SGLT2i,Oral daily,75,276,3.68,5.7,45.7,29.6,24.7,12.0,False,False,Not Covered,6.7,587,407.0,30.7,6.6,7.8,6.6,3.8,43,False,False,False,True,False,False
2024Q2,GA,Primary Care,Low Volume (Decile 6-10),False,Bydureon,exenatide ER,AstraZeneca,GLP-1 RA,SC weekly,5,14,2.8,3.2,71.8,24.8,3.4,10.8,True,True,Tier 3 Non-Pref,6.4,492,387.0,21.3,6.3,7.2,7.3,4.7,-18,True,True,False,True,False,False
2024Q2,MD,Endocrinology,Low Volume (Decile 6-10),False,Wegovy,semaglutide,Novo Nordisk,GLP-1 RA,SC weekly,77,225,2.92,15.0,57.2,35.3,7.5,5.3,False,False,Not Covered,5.0,1349,909.0,32.6,7.3,7.4,8.7,5.4,64,True,True,False,True,True,False
2024Q2,MI,Nephrology,Mid Volume (Decile 2-5),False,Farxiga,dapagliflozin,AstraZeneca,SGLT2i,Oral daily,44,178,4.05,4.0,46.6,18.8,34.6,2.8,True,True,Tier 2 Preferred,6.5,587,369.0,37.1,7.3,7.6,7.3,5.6,36,False,False,True,True,False,False
2024Q2,IN,Primary Care,Non-Writer,False,Trulicity,dulaglutide,Eli Lilly,GLP-1 RA,SC weekly,28,138,4.93,9.7,67.1,38.5,0.0,3.3,False,False,Tier 2 Preferred,8.3,743,603.0,18.9,7.0,6.6,7.3,5.9,72,False,True,True,True,False,False
2024Q2,IN,Primary Care,Low Volume (Decile 6-10),False,Trulicity,dulaglutide,Eli Lilly,GLP-1 RA,SC weekly,40,171,4.28,8.4,62.2,23.8,14.1,10.5,True,False,Tier 2 Preferred,8.6,743,538.0,27.6,6.9,8.3,7.7,5.3,38,False,True,False,True,False,False
2024Q3,IN,Endocrinology,Low Volume (Decile 6-10),False,Ozempic,semaglutide,Novo Nordisk,GLP-1 RA,SC weekly,95,373,3.93,22.0,43.9,22.1,33.9,8.6,False,False,Not Covered,7.4,936,590.0,36.9,7.9,8.7,7.0,7.1,43,False,False,False,True,False,True
2024Q2,NJ,Primary Care,Low Volume (Decile 6-10),False,Rybelsus,semaglutide oral,Novo Nordisk,GLP-1 RA,Oral daily,23,133,5.78,6.7,51.0,21.4,27.6,6.1,False,False,Specialty,7.5,812,491.0,39.5,5.6,8.1,5.4,6.1,9,False,True,False,True,False,False
2024Q1,MI,Primary Care,Low Volume (Decile 6-10),False,Ozempic,semaglutide,Novo Nordisk,GLP-1 RA,SC weekly,56,227,4.05,23.3,60.1,40.1,0.0,11.6,False,True,Tier 2 Preferred,8.4,936,595.0,36.5,7.1,4.8,7.5,5.7,80,False,False,False,True,False,True
2024Q2,NC,Nephrology,Low Volume (Decile 6-10),False,Zepbound,tirzepatide,Eli Lilly,GLP-1/GIP,SC weekly,49,258,5.27,13.8,43.3,30.3,26.5,6.0,False,True,Tier 2 Preferred,7.8,1059,647.0,38.9,8.4,6.1,7.3,5.7,-14,True,True,False,True,True,False
2025Q1,MI,Primary Care,Mid Volume (Decile 2-5),False,Wegovy,semaglutide,Novo Nordisk,GLP-1 RA,SC weekly,103,574,5.57,16.7,66.7,31.1,2.1,2.5,True,False,Tier 2 Preferred,8.3,1349,997.0,26.1,7.6,6.4,7.2,6.5,8,False,False,False,True,True,False
2024Q2,AZ,Cardiology,Non-Writer,False,Rybelsus,semaglutide oral,Novo Nordisk,GLP-1 RA,Oral daily,15,51,3.4,5.1,64.2,34.9,0.9,5.1,False,True,Specialty,5.6,812,485.0,40.3,6.5,5.4,7.1,4.6,4,False,True,False,True,False,False
2024Q3,MI,Primary Care,Low Volume (Decile 6-10),False,Jardiance,empagliflozin,Boehringer/Lilly,SGLT2i,Oral daily,60,240,4.0,7.1,54.5,35.1,10.4,5.3,True,True,Tier 3 Non-Pref,9.5,624,498.0,20.3,6.0,6.8,7.6,5.0,20,True,True,True,True,False,False
2025Q1,FL,Internal Medicine,Mid Volume (Decile 2-5),False,Ozempic,semaglutide,Novo Nordisk,GLP-1 RA,SC weekly,24,133,5.54,22.3,59.6,19.7,20.7,3.4,True,True,Specialty,8.6,936,761.0,18.7,6.1,7.1,7.6,5.1,65,True,False,False,True,False,True
2024Q4,CA,Cardiology,Low Volume (Decile 6-10),False,Farxiga,dapagliflozin,AstraZeneca,SGLT2i,Oral daily,87,476,5.47,3.7,53.2,40.2,6.5,2.4,True,False,Not Covered,7.4,587,364.0,38.0,7.7,7.3,7.4,5.5,3,True,True,False,True,False,False
2024Q3,AZ,Endocrinology,Mid Volume (Decile 2-5),False,Trulicity,dulaglutide,Eli Lilly,GLP-1 RA,SC weekly,25,123,4.92,7.6,68.4,23.0,8.6,11.1,True,False,Specialty,4.9,743,474.0,36.2,7.1,6.9,7.2,5.7,78,False,True,False,True,False,False
2024Q2,IN,Endocrinology,Low Volume (Decile 6-10),False,Bydureon,exenatide ER,AstraZeneca,GLP-1 RA,SC weekly,12,70,5.83,2.8,66.6,18.4,15.0,8.5,False,False,Tier 2 Preferred,9.1,492,378.0,23.3,7.8,9.9,7.6,5.6,0,False,True,True,True,False,False
2024Q1,TX,Primary Care,Low Volume (Decile 6-10),False,Wegovy,semaglutide,Novo Nordisk,GLP-1 RA,SC weekly,27,90,3.33,14.5,42.4,37.8,19.8,10.3,False,True,Not Covered,4.0,1349,812.0,39.8,6.1,5.4,6.9,5.4,-11,True,True,False,True,True,False
2024Q2,PA,Primary Care,Mid Volume (Decile 2-5),False,Farxiga,dapagliflozin,AstraZeneca,SGLT2i,Oral daily,11,62,5.64,5.6,43.5,21.5,35.0,4.8,True,False,Tier 2 Preferred,7.6,587,431.0,26.6,6.7,6.1,7.4,5.5,20,False,False,False,True,False,False
2024Q2,WA,Primary Care,Non-Writer,False,Wegovy,semaglutide,Novo Nordisk,GLP-1 RA,SC weekly,64,283,4.42,14.4,53.2,23.7,23.1,4.7,True,True,Specialty,8.1,1349,805.0,40.3,5.9,8.0,7.4,6.6,16,True,False,False,True,True,False
2025Q1,IN,Endocrinology,Low Volume (Decile 6-10),True,Bydureon,exenatide ER,AstraZeneca,GLP-1 RA,SC weekly,15,92,6.13,2.9,54.6,33.2,12.1,7.1,False,False,Specialty,3.5,492,334.0,32.1,7.7,9.0,8.8,6.4,31,True,False,False,True,False,False
2025Q1,IL,Primary Care,Mid Volume (Decile 2-5),False,Victoza,liraglutide,Novo Nordisk,GLP-1 RA,SC daily,4,24,6.0,5.1,71.1,25.9,3.0,6.8,False,False,Not Covered,6.3,686,525.0,23.4,8.2,8.4,8.0,6.2,17,True,True,False,True,False,False
2024Q2,TX,Primary Care,High Volume (Top Decile),False,Trulicity,dulaglutide,Eli Lilly,GLP-1 RA,SC weekly,27,157,5.81,7.2,68.9,37.2,0.0,4.7,False,False,Tier 2 Preferred,6.7,743,466.0,37.3,6.4,5.9,6.4,4.6,84,True,True,True,True,False,False
2024Q4,NY,Primary Care,Mid Volume (Decile 2-5),False,Trulicity,dulaglutide,Eli Lilly,GLP-1 RA,SC weekly,45,270,6.0,4.0,61.6,36.5,1.9,5.9,False,True,Tier 2 Preferred,5.1,743,516.0,30.5,6.6,8.1,6.9,5.4,9,False,True,True,True,False,False
2025Q1,OH,Endocrinology,Low Volume (Decile 6-10),False,Ozempic,semaglutide,Novo Nordisk,GLP-1 RA,SC weekly,4,19,4.75,20.6,64.8,35.0,0.2,10.7,True,True,Tier 3 Non-Pref,4.9,936,552.0,41.0,8.2,5.8,7.5,6.7,-16,False,False,False,True,False,True
2024Q2,WA,Cardiology,Mid Volume (Decile 2-5),False,Bydureon,exenatide ER,AstraZeneca,GLP-1 RA,SC weekly,2,12,6.0,1.5,51.9,39.3,8.8,9.8,True,False,Specialty,5.5,492,295.0,40.0,6.3,7.5,8.6,7.9,27,True,False,True,True,False,False
2024Q3,NC,Primary Care,Mid Volume (Decile 2-5),False,Wegovy,semaglutide,Novo Nordisk,GLP-1 RA,SC weekly,59,355,6.02,18.3,61.6,32.0,6.4,8.7,True,False,Not Covered,7.6,1349,995.0,26.2,7.6,7.4,8.7,5.0,26,True,False,False,True,True,False
2024Q2,NJ,Endocrinology,Non-Writer,True,Wegovy,semaglutide,Novo Nordisk,GLP-1 RA,SC weekly,128,779,6.09,15.0,59.1,40.2,0.7,7.5,True,False,Tier 3 Non-Pref,4.1,1349,953.0,29.4,6.3,7.3,6.8,5.9,34,True,True,False,True,True,False
2024Q3,IN,Primary Care,High Volume (Top Decile),False,Rybelsus,semaglutide oral,Novo Nordisk,GLP-1 RA,Oral daily,18,94,5.22,5.8,64.1,18.1,17.8,8.4,True,False,Tier 2 Preferred,4.8,812,490.0,39.6,7.9,7.1,8.3,4.7,9,False,False,False,True,False,False
2024Q4,MI,Endocrinology,Non-Writer,False,Jardiance,empagliflozin,Boehringer/Lilly,SGLT2i,Oral daily,98,573,5.85,10.5,51.8,20.0,28.1,3.8,True,False,Not Covered,8.3,624,385.0,38.3,7.3,7.2,7.4,9.0,-2,True,False,False,True,False,False
2024Q2,PA,Endocrinology,Low Volume (Decile 6-10),False,Mounjaro,tirzepatide,Eli Lilly,GLP-1/GIP,SC weekly,52,200,3.85,22.6,71.7,37.8,0.0,10.7,True,True,Tier 3 Non-Pref,8.7,1023,626.0,38.8,9.1,6.1,8.6,4.4,-15,False,False,True,True,False,True
2024Q3,GA,Endocrinology,Non-Writer,False,Jardiance,empagliflozin,Boehringer/Lilly,SGLT2i,Oral daily,1,5,5.0,5.9,55.3,28.5,16.2,7.3,True,True,Not Covered,7.8,624,362.0,42.0,5.8,6.2,7.1,6.8,25,True,True,True,True,False,False
2025Q1,MD,Cardiology,Mid Volume (Decile 2-5),False,Bydureon,exenatide ER,AstraZeneca,GLP-1 RA,SC weekly,12,72,6.0,1.0,63.9,23.9,12.1,3.2,False,False,Tier 2 Preferred,8.1,492,368.0,25.2,7.2,6.7,8.1,4.0,0,False,True,True,True,False,False
2024Q3,OH,Primary Care,Low Volume (Decile 6-10),False,Rybelsus,semaglutide oral,Novo Nordisk,GLP-1 RA,Oral daily,35,122,3.49,3.0,69.2,31.8,0.0,3.8,True,True,Tier 2 Preferred,4.5,812,649.0,20.0,6.8,8.9,7.4,5.6,41,True,False,False,True,False,False
2025Q1,MA,Primary Care,Low Volume (Decile 6-10),False,Victoza,liraglutide,Novo Nordisk,GLP-1 RA,SC daily,23,100,4.35,4.6,65.2,34.6,0.2,7.0,False,True,Specialty,7.2,686,469.0,31.7,7.6,7.4,8.6,4.9,1,False,True,True,True,False,False
2024Q3,MD,Internal Medicine,Mid Volume (Decile 2-5),False,Rybelsus,semaglutide oral,Novo Nordisk,GLP-1 RA,Oral daily,2,9,4.5,6.5,69.8,33.7,0.0,6.3,True,False,Tier 2 Preferred,9.0,812,570.0,29.8,7.4,7.0,7.8,6.6,79,True,True,False,True,False,False
2024Q3,MD,Nephrology,Mid Volume (Decile 2-5),False,Trulicity,dulaglutide,Eli Lilly,GLP-1 RA,SC weekly,38,160,4.21,8.6,49.7,36.5,13.8,2.9,True,False,Tier 3 Non-Pref,5.8,743,577.0,22.3,7.4,7.6,9.1,6.5,3,True,False,True,True,False,False
2024Q3,WA,Cardiology,Mid Volume (Decile 2-5),False,Trulicity,dulaglutide,Eli Lilly,GLP-1 RA,SC weekly,37,134,3.62,5.0,45.1,38.9,16.0,6.1,True,False,Specialty,7.1,743,452.0,39.2,7.0,8.8,7.6,5.0,74,True,False,True,True,False,False
2024Q3,MI,Primary Care,Low Volume (Decile 6-10),False,Mounjaro,tirzepatide,Eli Lilly,GLP-1/GIP,SC weekly,100,320,3.2,15.8,54.4,29.8,15.8,2.2,True,False,Tier 3 Non-Pref,8.6,1023,739.0,27.7,7.4,4.7,9.1,4.8,61,True,False,False,True,False,True
2024Q4,MD,Primary Care,Non-Writer,False,Bydureon,exenatide ER,AstraZeneca,GLP-1 RA,SC weekly,4,17,4.25,1.8,71.1,37.4,0.0,3.1,True,True,Not Covered,9.0,492,287.0,41.7,7.3,7.2,6.9,7.2,27,False,True,False,True,False,False
2024Q3,MD,Internal Medicine,High Volume (Top Decile),False,Victoza,liraglutide,Novo Nordisk,GLP-1 RA,SC daily,42,254,6.05,2.5,44.6,38.4,17.0,3.6,True,True,Tier 3 Non-Pref,7.7,686,501.0,27.0,7.0,5.5,8.4,4.5,61,False,False,True,True,False,False
2024Q4,GA,Primary Care,Low Volume (Decile 6-10),False,Farxiga,dapagliflozin,AstraZeneca,SGLT2i,Oral daily,57,231,4.05,5.7,64.3,34.0,1.7,7.0,True,False,Not Covered,5.6,587,365.0,37.9,7.1,7.5,6.0,4.6,47,True,False,False,True,False,False
2024Q1,AZ,Primary Care,Mid Volume (Decile 2-5),False,Jardiance,empagliflozin,Boehringer/Lilly,SGLT2i,Oral daily,105,598,5.7,7.5,45.2,28.2,26.6,6.2,True,True,Not Covered,8.3,624,368.0,41.1,8.7,7.7,6.9,6.9,0,False,True,False,True,False,False
2024Q3,FL,Internal Medicine,Low Volume (Decile 6-10),False,Trulicity,dulaglutide,Eli Lilly,GLP-1 RA,SC weekly,33,162,4.91,8.4,44.9,24.5,30.6,10.1,True,False,Tier 3 Non-Pref,5.7,743,605.0,18.6,7.6,7.5,7.4,6.7,25,False,True,True,True,False,False
2024Q2,TN,Endocrinology,Low Volume (Decile 6-10),False,Bydureon,exenatide ER,AstraZeneca,GLP-1 RA,SC weekly,16,89,5.56,4.8,55.3,39.0,5.7,8.3,False,False,Not Covered,7.3,492,378.0,23.1,9.1,6.8,6.4,5.1,0,False,True,True,True,False,False
2024Q3,FL,Cardiology,High Volume (Top Decile),False,Trulicity,dulaglutide,Eli Lilly,GLP-1 RA,SC weekly,10,31,3.1,8.1,68.7,22.0,9.4,4.5,False,False,Tier 3 Non-Pref,6.4,743,605.0,18.6,7.6,7.0,6.7,3.4,30,False,True,False,True,False,False
